Sno,Name,Price,Orders,Date
2,Shawarma,120,62,2022-08-29
3,Appam,30,202,2022-08-29
4,Dosa,70,208,2022-08-29
5,Paratha,40,298,2022-08-29
6,Samosa,20,103,2022-08-29
7,Chicken Curry,140,78,2022-08-29
8,Paneer Tikka,180,44,2022-08-29
9,Mutton Biryani,250,51,2022-08-29
10,Rasam,70,76,2022-08-29
11,Palak Paneer,160,46,2022-08-29
12,Fried Rice,130,75,2022-08-29
13,Gulab Jamun,80,30,2022-08-29
14,Chicken 65,160,78,2022-08-29
15,Butter Chicken,200,87,2022-08-29
16,Veg Meals,110,89,2022-08-29
17,Chappathi,50,319,2022-08-29
18,Aloo Gobi,140,33,2022-08-29
19,Kadai Chicken,200,65,2022-08-29
20,Fish Curry,140,66,2022-08-29
1,Biryani,150,79,2022-08-30
2,Shawarma,120,60,2022-08-30
3,Appam,30,204,2022-08-30
4,Dosa,70,208,2022-08-30
5,Paratha,40,299,2022-08-30
6,Samosa,20,108,2022-08-30
7,Chicken Curry,140,90,2022-08-30
8,Paneer Tikka,180,53,2022-08-30
9,Mutton Biryani,250,47,2022-08-30
10,Rasam,70,70,2022-08-30
11,Palak Paneer,160,52,2022-08-30
12,Fried Rice,130,63,2022-08-30
13,Gulab Jamun,80,46,2022-08-30
14,Chicken 65,160,95,2022-08-30
15,Butter Chicken,200,78,2022-08-30
16,Veg Meals,110,80,2022-08-30
17,Chappathi,50,322,2022-08-30
18,Aloo Gobi,140,47,2022-08-30
19,Kadai Chicken,200,76,2022-08-30
20,Fish Curry,140,88,2022-08-30
1,Biryani,150,80,2022-08-31
2,Shawarma,120,74,2022-08-31
3,Appam,30,199,2022-08-31
4,Dosa,70,224,2022-08-31
5,Paratha,40,296,2022-08-31
6,Samosa,20,98,2022-08-31
7,Chicken Curry,140,84,2022-08-31
8,Paneer Tikka,180,59,2022-08-31
9,Mutton Biryani,250,75,2022-08-31
10,Rasam,70,85,2022-08-31
11,Palak Paneer,160,38,2022-08-31
12,Fried Rice,130,55,2022-08-31
13,Gulab Jamun,80,39,2022-08-31
14,Chicken 65,160,82,2022-08-31
15,Butter Chicken,200,84,2022-08-31
16,Veg Meals,110,97,2022-08-31
17,Chappathi,50,313,2022-08-31
18,Aloo Gobi,140,57,2022-08-31
19,Kadai Chicken,200,91,2022-08-31
20,Fish Curry,140,66,2022-08-31
1,Biryani,150,75,2022-09-01
2,Shawarma,120,59,2022-09-01
3,Appam,30,205,2022-09-01
4,Dosa,70,209,2022-09-01
5,Paratha,40,308,2022-09-01
6,Samosa,20,92,2022-09-01
7,Chicken Curry,140,82,2022-09-01
8,Paneer Tikka,180,37,2022-09-01
9,Mutton Biryani,250,61,2022-09-01
10,Rasam,70,84,2022-09-01
11,Palak Paneer,160,36,2022-09-01
12,Fried Rice,130,62,2022-09-01
13,Gulab Jamun,80,40,2022-09-01
14,Chicken 65,160,75,2022-09-01
15,Butter Chicken,200,93,2022-09-01
16,Veg Meals,110,91,2022-09-01
17,Chappathi,50,327,2022-09-01
18,Aloo Gobi,140,64,2022-09-01
19,Kadai Chicken,200,74,2022-09-01
20,Fish Curry,140,65,2022-09-01
1,Biryani,150,85,2022-09-02
2,Shawarma,120,50,2022-09-02
3,Appam,30,204,2022-09-02
4,Dosa,70,212,2022-09-02
5,Paratha,40,323,2022-09-02
6,Samosa,20,100,2022-09-02
7,Chicken Curry,140,97,2022-09-02
8,Paneer Tikka,180,35,2022-09-02
9,Mutton Biryani,250,39,2022-09-02
10,Rasam,70,85,2022-09-02
11,Palak Paneer,160,42,2022-09-02
12,Fried Rice,130,71,2022-09-02
13,Gulab Jamun,80,47,2022-09-02
14,Chicken 65,160,67,2022-09-02
15,Butter Chicken,200,87,2022-09-02
16,Veg Meals,110,106,2022-09-02
17,Chappathi,50,341,2022-09-02
18,Aloo Gobi,140,45,2022-09-02
19,Kadai Chicken,200,93,2022-09-02
20,Fish Curry,140,72,2022-09-02
1,Biryani,150,111,2022-09-03
2,Shawarma,120,79,2022-09-03
3,Appam,30,194,2022-09-03
4,Dosa,70,200,2022-09-03
5,Paratha,40,328,2022-09-03
6,Samosa,20,93,2022-09-03
7,Chicken Curry,140,109,2022-09-03
8,Paneer Tikka,180,49,2022-09-03
9,Mutton Biryani,250,58,2022-09-03
10,Rasam,70,57,2022-09-03
11,Palak Paneer,160,43,2022-09-03
12,Fried Rice,130,68,2022-09-03
13,Gulab Jamun,80,56,2022-09-03
14,Chicken 65,160,88,2022-09-03
15,Butter Chicken,200,109,2022-09-03
16,Veg Meals,110,76,2022-09-03
17,Chappathi,50,334,2022-09-03
18,Aloo Gobi,140,33,2022-09-03
19,Kadai Chicken,200,97,2022-09-03
20,Fish Curry,140,74,2022-09-03
1,Biryani,150,129,2022-09-04
2,Shawarma,120,57,2022-09-04
3,Appam,30,185,2022-09-04
4,Dosa,70,206,2022-09-04
5,Paratha,40,370,2022-09-04
6,Samosa,20,83,2022-09-04
7,Chicken Curry,140,95,2022-09-04
8,Paneer Tikka,180,36,2022-09-04
9,Mutton Biryani,250,40,2022-09-04
10,Rasam,70,60,2022-09-04
11,Palak Paneer,160,47,2022-09-04
12,Fried Rice,130,59,2022-09-04
13,Gulab Jamun,80,60,2022-09-04
14,Chicken 65,160,108,2022-09-04
15,Butter Chicken,200,122,2022-09-04
16,Veg Meals,110,50,2022-09-04
17,Chappathi,50,343,2022-09-04
18,Aloo Gobi,140,26,2022-09-04
19,Kadai Chicken,200,101,2022-09-04
20,Fish Curry,140,67,2022-09-04
1,Biryani,150,69,2022-09-05
2,Shawarma,120,68,2022-09-05
3,Appam,30,206,2022-09-05
4,Dosa,70,204,2022-09-05
5,Paratha,40,295,2022-09-05
6,Samosa,20,104,2022-09-05
7,Chicken Curry,140,79,2022-09-05
8,Paneer Tikka,180,44,2022-09-05
9,Mutton Biryani,250,54,2022-09-05
10,Rasam,70,71,2022-09-05
11,Palak Paneer,160,54,2022-09-05
12,Fried Rice,130,70,2022-09-05
13,Gulab Jamun,80,42,2022-09-05
14,Chicken 65,160,76,2022-09-05
15,Butter Chicken,200,76,2022-09-05
16,Veg Meals,110,97,2022-09-05
17,Chappathi,50,315,2022-09-05
18,Aloo Gobi,140,53,2022-09-05
19,Kadai Chicken,200,68,2022-09-05
20,Fish Curry,140,67,2022-09-05
1,Biryani,150,70,2022-09-06
2,Shawarma,120,60,2022-09-06
3,Appam,30,207,2022-09-06
4,Dosa,70,207,2022-09-06
5,Paratha,40,298,2022-09-06
6,Samosa,20,102,2022-09-06
7,Chicken Curry,140,80,2022-09-06
8,Paneer Tikka,180,46,2022-09-06
9,Mutton Biryani,250,43,2022-09-06
10,Rasam,70,86,2022-09-06
11,Palak Paneer,160,37,2022-09-06
12,Fried Rice,130,52,2022-09-06
13,Gulab Jamun,80,56,2022-09-06
14,Chicken 65,160,73,2022-09-06
15,Butter Chicken,200,73,2022-09-06
16,Veg Meals,110,83,2022-09-06
17,Chappathi,50,318,2022-09-06
18,Aloo Gobi,140,44,2022-09-06
19,Kadai Chicken,200,89,2022-09-06
20,Fish Curry,140,93,2022-09-06
1,Biryani,150,77,2022-09-07
2,Shawarma,120,71,2022-09-07
3,Appam,30,211,2022-09-07
4,Dosa,70,201,2022-09-07
5,Paratha,40,280,2022-09-07
6,Samosa,20,100,2022-09-07
7,Chicken Curry,140,89,2022-09-07
8,Paneer Tikka,180,47,2022-09-07
9,Mutton Biryani,250,54,2022-09-07
10,Rasam,70,83,2022-09-07
11,Palak Paneer,160,41,2022-09-07
12,Fried Rice,130,70,2022-09-07
13,Gulab Jamun,80,43,2022-09-07
14,Chicken 65,160,73,2022-09-07
15,Butter Chicken,200,63,2022-09-07
16,Veg Meals,110,86,2022-09-07
17,Chappathi,50,315,2022-09-07
18,Aloo Gobi,140,38,2022-09-07
19,Kadai Chicken,200,75,2022-09-07
20,Fish Curry,140,77,2022-09-07
1,Biryani,150,74,2022-09-08
2,Shawarma,120,60,2022-09-08
3,Appam,30,199,2022-09-08
4,Dosa,70,209,2022-09-08
5,Paratha,40,306,2022-09-08
6,Samosa,20,95,2022-09-08
7,Chicken Curry,140,89,2022-09-08
8,Paneer Tikka,180,40,2022-09-08
9,Mutton Biryani,250,62,2022-09-08
10,Rasam,70,92,2022-09-08
11,Palak Paneer,160,58,2022-09-08
12,Fried Rice,130,77,2022-09-08
13,Gulab Jamun,80,40,2022-09-08
14,Chicken 65,160,72,2022-09-08
15,Butter Chicken,200,83,2022-09-08
16,Veg Meals,110,100,2022-09-08
17,Chappathi,50,306,2022-09-08
18,Aloo Gobi,140,44,2022-09-08
19,Kadai Chicken,200,82,2022-09-08
20,Fish Curry,140,90,2022-09-08
1,Biryani,150,77,2022-09-09
2,Shawarma,120,80,2022-09-09
3,Appam,30,206,2022-09-09
4,Dosa,70,216,2022-09-09
5,Paratha,40,320,2022-09-09
6,Samosa,20,98,2022-09-09
7,Chicken Curry,140,94,2022-09-09
8,Paneer Tikka,180,49,2022-09-09
9,Mutton Biryani,250,71,2022-09-09
10,Rasam,70,85,2022-09-09
11,Palak Paneer,160,55,2022-09-09
12,Fried Rice,130,62,2022-09-09
13,Gulab Jamun,80,49,2022-09-09
14,Chicken 65,160,91,2022-09-09
15,Butter Chicken,200,82,2022-09-09
16,Veg Meals,110,85,2022-09-09
17,Chappathi,50,333,2022-09-09
18,Aloo Gobi,140,36,2022-09-09
19,Kadai Chicken,200,88,2022-09-09
20,Fish Curry,140,82,2022-09-09
1,Biryani,150,118,2022-09-10
2,Shawarma,120,88,2022-09-10
3,Appam,30,176,2022-09-10
4,Dosa,70,203,2022-09-10
5,Paratha,40,349,2022-09-10
6,Samosa,20,85,2022-09-10
7,Chicken Curry,140,78,2022-09-10
8,Paneer Tikka,180,33,2022-09-10
9,Mutton Biryani,250,46,2022-09-10
10,Rasam,70,114,2022-09-10
11,Palak Paneer,160,58,2022-09-10
12,Fried Rice,130,65,2022-09-10
13,Gulab Jamun,80,57,2022-09-10
14,Chicken 65,160,77,2022-09-10
15,Butter Chicken,200,77,2022-09-10
16,Veg Meals,110,90,2022-09-10
17,Chappathi,50,326,2022-09-10
18,Aloo Gobi,140,22,2022-09-10
19,Kadai Chicken,200,115,2022-09-10
20,Fish Curry,140,62,2022-09-10
1,Biryani,150,135,2022-09-11
2,Shawarma,120,80,2022-09-11
3,Appam,30,185,2022-09-11
4,Dosa,70,199,2022-09-11
5,Paratha,40,362,2022-09-11
6,Samosa,20,89,2022-09-11
7,Chicken Curry,140,102,2022-09-11
8,Paneer Tikka,180,34,2022-09-11
9,Mutton Biryani,250,36,2022-09-11
10,Rasam,70,56,2022-09-11
11,Palak Paneer,160,51,2022-09-11
12,Fried Rice,130,39,2022-09-11
13,Gulab Jamun,80,52,2022-09-11
14,Chicken 65,160,99,2022-09-11
15,Butter Chicken,200,106,2022-09-11
16,Veg Meals,110,60,2022-09-11
17,Chappathi,50,363,2022-09-11
18,Aloo Gobi,140,47,2022-09-11
19,Kadai Chicken,200,89,2022-09-11
20,Fish Curry,140,67,2022-09-11
1,Biryani,150,77,2022-09-12
2,Shawarma,120,65,2022-09-12
3,Appam,30,206,2022-09-12
4,Dosa,70,217,2022-09-12
5,Paratha,40,305,2022-09-12
6,Samosa,20,98,2022-09-12
7,Chicken Curry,140,79,2022-09-12
8,Paneer Tikka,180,47,2022-09-12
9,Mutton Biryani,250,58,2022-09-12
10,Rasam,70,87,2022-09-12
11,Palak Paneer,160,50,2022-09-12
12,Fried Rice,130,55,2022-09-12
13,Gulab Jamun,80,42,2022-09-12
14,Chicken 65,160,65,2022-09-12
15,Butter Chicken,200,60,2022-09-12
16,Veg Meals,110,99,2022-09-12
17,Chappathi,50,326,2022-09-12
18,Aloo Gobi,140,42,2022-09-12
19,Kadai Chicken,200,70,2022-09-12
20,Fish Curry,140,74,2022-09-12
1,Biryani,150,80,2022-09-13
2,Shawarma,120,67,2022-09-13
3,Appam,30,203,2022-09-13
4,Dosa,70,210,2022-09-13
5,Paratha,40,301,2022-09-13
6,Samosa,20,99,2022-09-13
7,Chicken Curry,140,81,2022-09-13
8,Paneer Tikka,180,51,2022-09-13
9,Mutton Biryani,250,66,2022-09-13
10,Rasam,70,82,2022-09-13
11,Palak Paneer,160,38,2022-09-13
12,Fried Rice,130,36,2022-09-13
13,Gulab Jamun,80,42,2022-09-13
14,Chicken 65,160,77,2022-09-13
15,Butter Chicken,200,80,2022-09-13
16,Veg Meals,110,87,2022-09-13
17,Chappathi,50,322,2022-09-13
18,Aloo Gobi,140,33,2022-09-13
19,Kadai Chicken,200,69,2022-09-13
20,Fish Curry,140,75,2022-09-13
1,Biryani,150,79,2022-09-14
2,Shawarma,120,61,2022-09-14
3,Appam,30,205,2022-09-14
4,Dosa,70,215,2022-09-14
5,Paratha,40,308,2022-09-14
6,Samosa,20,94,2022-09-14
7,Chicken Curry,140,89,2022-09-14
8,Paneer Tikka,180,52,2022-09-14
9,Mutton Biryani,250,40,2022-09-14
10,Rasam,70,75,2022-09-14
11,Palak Paneer,160,61,2022-09-14
12,Fried Rice,130,70,2022-09-14
13,Gulab Jamun,80,47,2022-09-14
14,Chicken 65,160,78,2022-09-14
15,Butter Chicken,200,72,2022-09-14
16,Veg Meals,110,94,2022-09-14
17,Chappathi,50,319,2022-09-14
18,Aloo Gobi,140,47,2022-09-14
19,Kadai Chicken,200,69,2022-09-14
20,Fish Curry,140,70,2022-09-14
1,Biryani,150,67,2022-09-15
2,Shawarma,120,64,2022-09-15
3,Appam,30,211,2022-09-15
4,Dosa,70,214,2022-09-15
5,Paratha,40,321,2022-09-15
6,Samosa,20,94,2022-09-15
7,Chicken Curry,140,89,2022-09-15
8,Paneer Tikka,180,52,2022-09-15
9,Mutton Biryani,250,63,2022-09-15
10,Rasam,70,78,2022-09-15
11,Palak Paneer,160,47,2022-09-15
12,Fried Rice,130,58,2022-09-15
13,Gulab Jamun,80,68,2022-09-15
14,Chicken 65,160,75,2022-09-15
15,Butter Chicken,200,94,2022-09-15
16,Veg Meals,110,76,2022-09-15
17,Chappathi,50,321,2022-09-15
18,Aloo Gobi,140,61,2022-09-15
19,Kadai Chicken,200,66,2022-09-15
20,Fish Curry,140,64,2022-09-15
1,Biryani,150,75,2022-09-16
2,Shawarma,120,71,2022-09-16
3,Appam,30,202,2022-09-16
4,Dosa,70,206,2022-09-16
5,Paratha,40,311,2022-09-16
6,Samosa,20,108,2022-09-16
7,Chicken Curry,140,89,2022-09-16
8,Paneer Tikka,180,55,2022-09-16
9,Mutton Biryani,250,70,2022-09-16
10,Rasam,70,98,2022-09-16
11,Palak Paneer,160,60,2022-09-16
12,Fried Rice,130,42,2022-09-16
13,Gulab Jamun,80,32,2022-09-16
14,Chicken 65,160,88,2022-09-16
15,Butter Chicken,200,104,2022-09-16
16,Veg Meals,110,96,2022-09-16
17,Chappathi,50,331,2022-09-16
18,Aloo Gobi,140,41,2022-09-16
19,Kadai Chicken,200,93,2022-09-16
20,Fish Curry,140,71,2022-09-16
1,Biryani,150,103,2022-09-17
2,Shawarma,120,89,2022-09-17
3,Appam,30,184,2022-09-17
4,Dosa,70,194,2022-09-17
5,Paratha,40,337,2022-09-17
6,Samosa,20,89,2022-09-17
7,Chicken Curry,140,98,2022-09-17
8,Paneer Tikka,180,42,2022-09-17
9,Mutton Biryani,250,46,2022-09-17
10,Rasam,70,70,2022-09-17
11,Palak Paneer,160,26,2022-09-17
12,Fried Rice,130,65,2022-09-17
13,Gulab Jamun,80,60,2022-09-17
14,Chicken 65,160,93,2022-09-17
15,Butter Chicken,200,98,2022-09-17
16,Veg Meals,110,76,2022-09-17
17,Chappathi,50,337,2022-09-17
18,Aloo Gobi,140,43,2022-09-17
19,Kadai Chicken,200,87,2022-09-17
20,Fish Curry,140,76,2022-09-17
1,Biryani,150,119,2022-09-18
2,Shawarma,120,64,2022-09-18
3,Appam,30,181,2022-09-18
4,Dosa,70,200,2022-09-18
5,Paratha,40,353,2022-09-18
6,Samosa,20,108,2022-09-18
7,Chicken Curry,140,106,2022-09-18
8,Paneer Tikka,180,36,2022-09-18
9,Mutton Biryani,250,49,2022-09-18
10,Rasam,70,82,2022-09-18
11,Palak Paneer,160,22,2022-09-18
12,Fried Rice,130,54,2022-09-18
13,Gulab Jamun,80,49,2022-09-18
14,Chicken 65,160,95,2022-09-18
15,Butter Chicken,200,116,2022-09-18
16,Veg Meals,110,72,2022-09-18
17,Chappathi,50,359,2022-09-18
18,Aloo Gobi,140,41,2022-09-18
19,Kadai Chicken,200,101,2022-09-18
20,Fish Curry,140,61,2022-09-18
1,Biryani,150,73,2022-09-19
2,Shawarma,120,61,2022-09-19
3,Appam,30,198,2022-09-19
4,Dosa,70,216,2022-09-19
5,Paratha,40,291,2022-09-19
6,Samosa,20,110,2022-09-19
7,Chicken Curry,140,70,2022-09-19
8,Paneer Tikka,180,45,2022-09-19
9,Mutton Biryani,250,52,2022-09-19
10,Rasam,70,69,2022-09-19
11,Palak Paneer,160,56,2022-09-19
12,Fried Rice,130,64,2022-09-19
13,Gulab Jamun,80,34,2022-09-19
14,Chicken 65,160,80,2022-09-19
15,Butter Chicken,200,77,2022-09-19
16,Veg Meals,110,91,2022-09-19
17,Chappathi,50,303,2022-09-19
18,Aloo Gobi,140,36,2022-09-19
19,Kadai Chicken,200,58,2022-09-19
20,Fish Curry,140,67,2022-09-19
1,Biryani,150,73,2022-09-20
2,Shawarma,120,67,2022-09-20
3,Appam,30,205,2022-09-20
4,Dosa,70,216,2022-09-20
5,Paratha,40,284,2022-09-20
6,Samosa,20,97,2022-09-20
7,Chicken Curry,140,89,2022-09-20
8,Paneer Tikka,180,50,2022-09-20
9,Mutton Biryani,250,53,2022-09-20
10,Rasam,70,74,2022-09-20
11,Palak Paneer,160,54,2022-09-20
12,Fried Rice,130,69,2022-09-20
13,Gulab Jamun,80,46,2022-09-20
14,Chicken 65,160,69,2022-09-20
15,Butter Chicken,200,80,2022-09-20
16,Veg Meals,110,102,2022-09-20
17,Chappathi,50,314,2022-09-20
18,Aloo Gobi,140,52,2022-09-20
19,Kadai Chicken,200,79,2022-09-20
20,Fish Curry,140,66,2022-09-20
1,Biryani,150,79,2022-09-21
2,Shawarma,120,73,2022-09-21
3,Appam,30,214,2022-09-21
4,Dosa,70,218,2022-09-21
5,Paratha,40,301,2022-09-21
6,Samosa,20,91,2022-09-21
7,Chicken Curry,140,80,2022-09-21
8,Paneer Tikka,180,42,2022-09-21
9,Mutton Biryani,250,51,2022-09-21
10,Rasam,70,99,2022-09-21
11,Palak Paneer,160,43,2022-09-21
12,Fried Rice,130,59,2022-09-21
13,Gulab Jamun,80,43,2022-09-21
14,Chicken 65,160,85,2022-09-21
15,Butter Chicken,200,64,2022-09-21
16,Veg Meals,110,91,2022-09-21
17,Chappathi,50,315,2022-09-21
18,Aloo Gobi,140,56,2022-09-21
19,Kadai Chicken,200,80,2022-09-21
20,Fish Curry,140,69,2022-09-21
1,Biryani,150,69,2022-09-22
2,Shawarma,120,70,2022-09-22
3,Appam,30,200,2022-09-22
4,Dosa,70,208,2022-09-22
5,Paratha,40,306,2022-09-22
6,Samosa,20,83,2022-09-22
7,Chicken Curry,140,96,2022-09-22
8,Paneer Tikka,180,55,2022-09-22
9,Mutton Biryani,250,61,2022-09-22
10,Rasam,70,70,2022-09-22
11,Palak Paneer,160,55,2022-09-22
12,Fried Rice,130,58,2022-09-22
13,Gulab Jamun,80,51,2022-09-22
14,Chicken 65,160,86,2022-09-22
15,Butter Chicken,200,90,2022-09-22
16,Veg Meals,110,92,2022-09-22
17,Chappathi,50,315,2022-09-22
18,Aloo Gobi,140,48,2022-09-22
19,Kadai Chicken,200,77,2022-09-22
20,Fish Curry,140,72,2022-09-22
1,Biryani,150,74,2022-09-23
2,Shawarma,120,65,2022-09-23
3,Appam,30,203,2022-09-23
4,Dosa,70,210,2022-09-23
5,Paratha,40,325,2022-09-23
6,Samosa,20,119,2022-09-23
7,Chicken Curry,140,90,2022-09-23
8,Paneer Tikka,180,40,2022-09-23
9,Mutton Biryani,250,56,2022-09-23
10,Rasam,70,86,2022-09-23
11,Palak Paneer,160,45,2022-09-23
12,Fried Rice,130,46,2022-09-23
13,Gulab Jamun,80,55,2022-09-23
14,Chicken 65,160,77,2022-09-23
15,Butter Chicken,200,65,2022-09-23
16,Veg Meals,110,96,2022-09-23
17,Chappathi,50,329,2022-09-23
18,Aloo Gobi,140,52,2022-09-23
19,Kadai Chicken,200,96,2022-09-23
20,Fish Curry,140,76,2022-09-23
1,Biryani,150,109,2022-09-24
2,Shawarma,120,57,2022-09-24
3,Appam,30,184,2022-09-24
4,Dosa,70,212,2022-09-24
5,Paratha,40,355,2022-09-24
6,Samosa,20,109,2022-09-24
7,Chicken Curry,140,118,2022-09-24
8,Paneer Tikka,180,44,2022-09-24
9,Mutton Biryani,250,46,2022-09-24
10,Rasam,70,85,2022-09-24
11,Palak Paneer,160,45,2022-09-24
12,Fried Rice,130,40,2022-09-24
13,Gulab Jamun,80,29,2022-09-24
14,Chicken 65,160,96,2022-09-24
15,Butter Chicken,200,83,2022-09-24
16,Veg Meals,110,94,2022-09-24
17,Chappathi,50,342,2022-09-24
18,Aloo Gobi,140,32,2022-09-24
19,Kadai Chicken,200,97,2022-09-24
20,Fish Curry,140,88,2022-09-24
1,Biryani,150,133,2022-09-25
2,Shawarma,120,83,2022-09-25
3,Appam,30,181,2022-09-25
4,Dosa,70,186,2022-09-25
5,Paratha,40,329,2022-09-25
6,Samosa,20,85,2022-09-25
7,Chicken Curry,140,101,2022-09-25
8,Paneer Tikka,180,39,2022-09-25
9,Mutton Biryani,250,36,2022-09-25
10,Rasam,70,75,2022-09-25
11,Palak Paneer,160,43,2022-09-25
12,Fried Rice,130,58,2022-09-25
13,Gulab Jamun,80,67,2022-09-25
14,Chicken 65,160,107,2022-09-25
15,Butter Chicken,200,143,2022-09-25
16,Veg Meals,110,74,2022-09-25
17,Chappathi,50,357,2022-09-25
18,Aloo Gobi,140,30,2022-09-25
19,Kadai Chicken,200,101,2022-09-25
20,Fish Curry,140,94,2022-09-25
1,Biryani,150,67,2022-09-26
2,Shawarma,120,71,2022-09-26
3,Appam,30,194,2022-09-26
4,Dosa,70,208,2022-09-26
5,Paratha,40,284,2022-09-26
6,Samosa,20,94,2022-09-26
7,Chicken Curry,140,83,2022-09-26
8,Paneer Tikka,180,50,2022-09-26
9,Mutton Biryani,250,67,2022-09-26
10,Rasam,70,90,2022-09-26
11,Palak Paneer,160,66,2022-09-26
12,Fried Rice,130,57,2022-09-26
13,Gulab Jamun,80,41,2022-09-26
14,Chicken 65,160,81,2022-09-26
15,Butter Chicken,200,58,2022-09-26
16,Veg Meals,110,88,2022-09-26
17,Chappathi,50,321,2022-09-26
18,Aloo Gobi,140,52,2022-09-26
19,Kadai Chicken,200,76,2022-09-26
20,Fish Curry,140,65,2022-09-26
1,Biryani,150,76,2022-09-27
2,Shawarma,120,58,2022-09-27
3,Appam,30,207,2022-09-27
4,Dosa,70,208,2022-09-27
5,Paratha,40,305,2022-09-27
6,Samosa,20,108,2022-09-27
7,Chicken Curry,140,87,2022-09-27
8,Paneer Tikka,180,50,2022-09-27
9,Mutton Biryani,250,65,2022-09-27
10,Rasam,70,95,2022-09-27
11,Palak Paneer,160,45,2022-09-27
12,Fried Rice,130,61,2022-09-27
13,Gulab Jamun,80,48,2022-09-27
14,Chicken 65,160,78,2022-09-27
15,Butter Chicken,200,81,2022-09-27
16,Veg Meals,110,84,2022-09-27
17,Chappathi,50,310,2022-09-27
18,Aloo Gobi,140,45,2022-09-27
19,Kadai Chicken,200,74,2022-09-27
20,Fish Curry,140,81,2022-09-27
1,Biryani,150,72,2022-09-28
2,Shawarma,120,77,2022-09-28
3,Appam,30,209,2022-09-28
4,Dosa,70,201,2022-09-28
5,Paratha,40,309,2022-09-28
6,Samosa,20,105,2022-09-28
7,Chicken Curry,140,84,2022-09-28
8,Paneer Tikka,180,51,2022-09-28
9,Mutton Biryani,250,59,2022-09-28
10,Rasam,70,84,2022-09-28
11,Palak Paneer,160,41,2022-09-28
12,Fried Rice,130,53,2022-09-28
13,Gulab Jamun,80,44,2022-09-28
14,Chicken 65,160,83,2022-09-28
15,Butter Chicken,200,75,2022-09-28
16,Veg Meals,110,98,2022-09-28
17,Chappathi,50,316,2022-09-28
18,Aloo Gobi,140,45,2022-09-28
19,Kadai Chicken,200,81,2022-09-28
20,Fish Curry,140,82,2022-09-28
1,Biryani,150,67,2022-09-29
2,Shawarma,120,55,2022-09-29
3,Appam,30,204,2022-09-29
4,Dosa,70,211,2022-09-29
5,Paratha,40,315,2022-09-29
6,Samosa,20,98,2022-09-29
7,Chicken Curry,140,82,2022-09-29
8,Paneer Tikka,180,45,2022-09-29
9,Mutton Biryani,250,61,2022-09-29
10,Rasam,70,77,2022-09-29
11,Palak Paneer,160,45,2022-09-29
12,Fried Rice,130,56,2022-09-29
13,Gulab Jamun,80,50,2022-09-29
14,Chicken 65,160,93,2022-09-29
15,Butter Chicken,200,64,2022-09-29
16,Veg Meals,110,86,2022-09-29
17,Chappathi,50,323,2022-09-29
18,Aloo Gobi,140,51,2022-09-29
19,Kadai Chicken,200,83,2022-09-29
20,Fish Curry,140,71,2022-09-29
1,Biryani,150,72,2022-09-30
2,Shawarma,120,64,2022-09-30
3,Appam,30,203,2022-09-30
4,Dosa,70,199,2022-09-30
5,Paratha,40,312,2022-09-30
6,Samosa,20,98,2022-09-30
7,Chicken Curry,140,87,2022-09-30
8,Paneer Tikka,180,52,2022-09-30
9,Mutton Biryani,250,54,2022-09-30
10,Rasam,70,80,2022-09-30
11,Palak Paneer,160,61,2022-09-30
12,Fried Rice,130,44,2022-09-30
13,Gulab Jamun,80,38,2022-09-30
14,Chicken 65,160,71,2022-09-30
15,Butter Chicken,200,102,2022-09-30
16,Veg Meals,110,102,2022-09-30
17,Chappathi,50,320,2022-09-30
18,Aloo Gobi,140,38,2022-09-30
19,Kadai Chicken,200,102,2022-09-30
20,Fish Curry,140,65,2022-09-30
1,Biryani,150,98,2022-10-01
2,Shawarma,120,52,2022-10-01
3,Appam,30,198,2022-10-01
4,Dosa,70,209,2022-10-01
5,Paratha,40,350,2022-10-01
6,Samosa,20,104,2022-10-01
7,Chicken Curry,140,113,2022-10-01
8,Paneer Tikka,180,29,2022-10-01
9,Mutton Biryani,250,48,2022-10-01
10,Rasam,70,67,2022-10-01
11,Palak Paneer,160,40,2022-10-01
12,Fried Rice,130,45,2022-10-01
13,Gulab Jamun,80,45,2022-10-01
14,Chicken 65,160,80,2022-10-01
15,Butter Chicken,200,94,2022-10-01
16,Veg Meals,110,75,2022-10-01
17,Chappathi,50,338,2022-10-01
18,Aloo Gobi,140,31,2022-10-01
19,Kadai Chicken,200,88,2022-10-01
20,Fish Curry,140,58,2022-10-01
1,Biryani,150,120,2022-10-02
2,Shawarma,120,67,2022-10-02
3,Appam,30,174,2022-10-02
4,Dosa,70,201,2022-10-02
5,Paratha,40,343,2022-10-02
6,Samosa,20,83,2022-10-02
7,Chicken Curry,140,97,2022-10-02
8,Paneer Tikka,180,34,2022-10-02
9,Mutton Biryani,250,51,2022-10-02
10,Rasam,70,70,2022-10-02
11,Palak Paneer,160,20,2022-10-02
12,Fried Rice,130,50,2022-10-02
13,Gulab Jamun,80,37,2022-10-02
14,Chicken 65,160,99,2022-10-02
15,Butter Chicken,200,135,2022-10-02
16,Veg Meals,110,58,2022-10-02
17,Chappathi,50,346,2022-10-02
18,Aloo Gobi,140,30,2022-10-02
19,Kadai Chicken,200,93,2022-10-02
20,Fish Curry,140,64,2022-10-02
1,Biryani,150,70,2022-10-03
2,Shawarma,120,58,2022-10-03
3,Appam,30,197,2022-10-03
